CSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, fastsim, down, 0, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.914038) : (0.925698)) : (x<50 ? 0.938467:0.943711)) : (x<80 ? (x<70 ? 0.941072:0.944831) : (x<100 ? 0.940836:0.937805))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.945691:0.949052) : (0.94807)) : (x<320 ? 0.945007:0.937434)) : (x<670 ? (x<500 ? 0.924654:0.87806) : (x<800 ? 0.837364:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.937608) : (0.937902)) : (x<50 ? 0.929574:0.93095)) : (x<80 ? (x<70 ? 0.920939:0.923957) : (x<100 ? 0.928282:0.898543))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.939861:0.950485) : (0.923896)) : (x<320 ? 0.908838:1.05891)) : (x<670 ? (x<500 ? 0.911462:1.06115) : (x<800 ? 0.825312:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.14213) : (1.12961)) : (x<50 ? 1.20079:1.21945)) : (x<80 ? (x<70 ? 1.19063:1.13991) : (x<100 ? 1.2036:1.34388))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 1.27144:1.47738) : (1.42298)) : (x<320 ? 1.85008:2.02596)) : (x<670 ? (x<500 ? 2.18942:2.25935) : (x<800 ? 2.55331:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.917307) : (0.942731)) : (x<50 ? 0.942941:0.955255)) : (x<80 ? (x<70 ? 0.946655:0.95021) : (x<100 ? 0.9487:0.948097))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.953932:0.982636) : (0.966333)) : (x<320 ? 0.977308:0.98117)) : (x<670 ? (x<500 ? 0.94233:0.931341) : (x<800 ? 0.95332:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.945147) : (0.974616)) : (x<50 ? 0.937345:0.970652)) : (x<80 ? (x<70 ? 0.963733:0.955002) : (x<100 ? 0.947937:0.975645))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.950727:0.989172) : (0.979678)) : (x<320 ? 0.995749:1.10036)) : (x<670 ? (x<500 ? 1.09335:1.12771) : (x<800 ? 1.06912:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.16479) : (1.18314)) : (x<50 ? 1.20381:1.31273)) : (x<80 ? (x<70 ? 1.26548:1.31712) : (x<100 ? 1.34962:1.38633))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 1.68207:1.86319) : (1.86872)) : (x<320 ? 1.86517:2.13768)) : (x<670 ? (x<500 ? 2.41124:2.86562) : (x<800 ? 3.03761:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.881771) : (0.897068)) : (x<50 ? 0.908262:0.913672)) : (x<80 ? (x<70 ? 0.906626:0.903036) : (x<100 ? 0.901555:0.892587))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.899633:0.909083) : (0.887142)) : (x<320 ? 0.888893:0.860486)) : (x<670 ? (x<500 ? 0.814678:0.765796) : (x<800 ? 0.78448:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.939311) : (0.96985)) : (x<50 ? 0.899306:0.908122)) : (x<80 ? (x<70 ? 0.906295:0.888342) : (x<100 ? 0.883998:0.925593))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.909846:0.89351) : (0.92851)) : (x<320 ? 0.941114:1.00857)) : (x<670 ? (x<500 ? 0.911262:0.968756) : (x<800 ? 1.03589:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.23595) : (1.23635)) : (x<50 ? 1.46228:1.59615)) : (x<80 ? (x<70 ? 1.57414:1.59667) : (x<100 ? 1.81495:1.84663))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 1.98806:2.30175) : (2.44726)) : (x<320 ? 2.39118:2.15993)) : (x<670 ? (x<500 ? 3.22352:3.53624) : (x<800 ? 5.22188:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.880891) : (0.894884)) : (x<50 ? 0.904299:0.908253)) : (x<80 ? (x<70 ? 0.897279:0.900344) : (x<100 ? 0.895569:0.884829))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.890434:0.896648) : (0.879063)) : (x<320 ? 0.871877:0.836101)) : (x<670 ? (x<500 ? 0.791068:0.704696) : (x<800 ? 0.693004:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.913696) : (0.920477)) : (x<50 ? 0.872251:0.877623)) : (x<80 ? (x<70 ? 0.878568:0.883248) : (x<100 ? 0.873493:0.80244))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.908768:0.837754) : (0.863754)) : (x<320 ? 0.863816:0.911934)) : (x<670 ? (x<500 ? 0.786211:0.86353) : (x<800 ? 0.814856:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.02826) : (0.875325)) : (x<50 ? 1.28073:1.42147)) : (x<80 ? (x<70 ? 1.29548:1.36813) : (x<100 ? 1.79251:1.82378))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 1.5511:1.49631) : (2.43746)) : (x<320 ? 1.56042:0.939384)) : (x<670 ? (x<500 ? 1.81502:3.30606) : (x<800 ? 3.11522:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.882652) : (0.899251)) : (x<50 ? 0.912225:0.919092)) : (x<80 ? (x<70 ? 0.915974:0.905728) : (x<100 ? 0.907541:0.900345))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.908832:0.921518) : (0.895222)) : (x<320 ? 0.905909:0.884871)) : (x<670 ? (x<500 ? 0.838289:0.826897) : (x<800 ? 0.875956:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.964926) : (1.01922)) : (x<50 ? 0.926361:0.93862)) : (x<80 ? (x<70 ? 0.934022:0.893437) : (x<100 ? 0.894503:1.04875))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 0.910925:0.949266) : (0.993266)) : (x<320 ? 1.01841:1.1052)) : (x<670 ? (x<500 ? 1.03631:1.07398) : (x<800 ? 1.25692:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 800, 0, 1, "x<120 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.44365) : (1.59737)) : (x<50 ? 1.64382:1.77083)) : (x<80 ? (x<70 ? 1.85281:1.82521) : (x<100 ? 1.83738:1.86948))) : (x<400 ? (x<260 ? (x<210 ? (x<160 ? 2.42502:3.10719) : (2.45706)) : (x<320 ? 3.22195:3.38048)) : (x<670 ? (x<500 ? 4.63202:3.76642) : (x<800 ? 7.32855:0)))" 
